p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PEPD	0.00631432607720906	-1.35534891356122	0.066	0.156	1	5	PEPD
EMC6.1	0.00633291999561685	-0.571781318391006	0.287	0.409	1	5	EMC6
FMNL3.1	0.00634696157793191	-0.548912200536903	0.27	0.4	1	5	FMNL3
GIMAP6.2	0.00641872870674145	0.555533018158293	0.443	0.331	1	5	GIMAP6
OCIAD1.1	0.00651935501186564	-0.423856420044388	0.311	0.45	1	5	OCIAD1
DRG2	0.00652538036114284	-1.41966644612236	0.057	0.145	1	5	DRG2
TIMM8B.2	0.00655751439564558	-0.492806091956905	0.205	0.335	1	5	TIMM8B
PARK7.5	0.00655918740707315	-0.569297272203111	0.656	0.727	1	5	PARK7
HCFC2	0.00660604521303986	0.96248391708858	0.139	0.071	1	5	HCFC2
AHSA1.1	0.00669417123515268	-0.604527775560858	0.23	0.353	1	5	AHSA1
PLEKHA3	0.00670711019959482	-0.849498490799125	0.148	0.256	1	5	PLEKHA3
POMP.1	0.00671244460101849	-0.49564525879801	0.426	0.554	1	5	POMP
CHMP5.2	0.00674256520883878	-0.474634663794922	0.27	0.401	1	5	CHMP5
MTURN	0.0068009173312693	1.3256140729382	0.107	0.05	1	5	MTURN
HAX1	0.00681751918143866	-0.736465501363254	0.156	0.27	1	5	HAX1
ZNF431.1	0.00686393131943534	-0.9550261170158	0.082	0.179	1	5	ZNF431
SNX9.5	0.00687138990373759	-2.06518654376733	0.033	0.11	1	5	SNX9
MRPL13	0.00687162431321011	-1.69414009645839	0.041	0.122	1	5	MRPL13
COX5B.2	0.0068717414902665	-0.391027950117479	0.648	0.724	1	5	COX5B
FAM43A.3	0.00687617739042732	0.61924102100247	0.5	0.398	1	5	FAM43A
MARCH7	0.0068943015876214	-0.443727510302482	0.238	0.372	1	5	MARCH7
ME2	0.006918024162801	-0.774194728749002	0.139	0.25	1	5	ME2
UQCRB.2	0.00702321582393118	-0.337829532015927	0.779	0.822	1	5	UQCRB
ZNF26	0.0070409314496763	-0.813752203448728	0.107	0.212	1	5	ZNF26
POLR2I	0.00712688976723019	-1.01819651640376	0.139	0.241	1	5	POLR2I
DHPS	0.00716805127435654	-1.50079722085875	0.049	0.133	1	5	DHPS
UBR2	0.00716977116997585	0.477172839717096	0.459	0.349	1	5	UBR2
PIGX	0.00723568397936955	-0.92062845377883	0.172	0.279	1	5	PIGX
UFM1.2	0.00728052958685804	-0.386598737084516	0.246	0.384	1	5	UFM1
EIF3J.1	0.00728441413419316	-0.66198939905715	0.205	0.326	1	5	EIF3J
SIVA1.2	0.00729108640095	-0.691668743873744	0.18	0.297	1	5	SIVA1
SF3B6.2	0.00738245912404141	-0.279666905516045	0.361	0.517	1	5	SF3B6
LRBA	0.00742406746235391	1.00697736747717	0.238	0.153	1	5	LRBA
GLO1	0.00744744733540535	-0.623284761657359	0.164	0.281	1	5	GLO1
KLF10.5	0.00745780578797556	-1.42696973733137	0.131	0.227	1	5	KLF10
COX6A1.1	0.00748450072023977	-0.361985531764681	0.639	0.691	1	5	COX6A1
TNFRSF18.5	0.00749346702554317	-1.18466643787413	0.361	0.448	1	5	TNFRSF18
LMAN2	0.00749969678504176	-0.509679423634884	0.369	0.486	1	5	LMAN2
SELENOH.1	0.00750372870324682	-0.603747518824876	0.262	0.382	1	5	SELENOH
MAP2K1.1	0.00751072234073628	-0.617197770892137	0.172	0.284	1	5	MAP2K1
PPP1R16B.2	0.00751647772284387	-0.560764498056641	0.205	0.325	1	5	PPP1R16B
COX16	0.00752731715240055	-0.852253929102366	0.18	0.287	1	5	COX16
PYHIN1.2	0.00752777214900588	0.493575783260285	0.623	0.543	1	5	PYHIN1
ADAR.5	0.00753623970824469	-0.393128889793992	0.402	0.536	1	5	ADAR
CSNK1A1.2	0.00755750576347017	-0.409219485485368	0.443	0.554	1	5	CSNK1A1
MADD	0.00761666138756897	0.799457278323393	0.23	0.143	1	5	MADD
CD2.4	0.00766017658044746	-0.60187683156556	0.59	0.641	1	5	CD2
POLR2K.4	0.00771628911418615	-0.520753931016884	0.311	0.422	1	5	POLR2K
DIS3	0.00773684649559673	-0.898306376499228	0.115	0.219	1	5	DIS3
PRPF38B.2	0.00774668323324789	0.305099824710468	0.795	0.671	1	5	PRPF38B
MRPL11	0.00775288895397501	-0.967616048128358	0.098	0.198	1	5	MRPL11
NDUFA11.1	0.00777664588567507	-0.401511842978664	0.402	0.523	1	5	NDUFA11
ERH.2	0.00777821751058014	-0.439672602397059	0.393	0.522	1	5	ERH
C12orf57	0.0077805850048355	-0.902283263929679	0.148	0.253	1	5	C12orf57
SETD3.1	0.00783736851208266	-0.910988831138563	0.139	0.242	1	5	SETD3
ATOX1	0.00784059914819465	-0.885414264893573	0.123	0.228	1	5	ATOX1
SF3A3.2	0.00787430851436543	-0.782763115610248	0.148	0.257	1	5	SF3A3
ZDHHC4	0.00790968905540821	-1.2887599221097	0.049	0.133	1	5	ZDHHC4
SLC7A5.1	0.00791825900659969	-0.935102135578712	0.049	0.135	1	5	SLC7A5
PSMD1.1	0.00793000531948995	-0.727893225421784	0.115	0.22	1	5	PSMD1
CLIC3.5	0.00797141354353186	-0.621964953296076	0.828	0.763	1	5	CLIC3
RACK1.1	0.00798950125515751	-0.296804724611807	0.844	0.87	1	5	RACK1
RILPL2.3	0.00800890448892772	-1.56983263497494	0.115	0.209	1	5	RILPL2
CBX3	0.00803852906132571	-0.418222795814414	0.238	0.365	1	5	CBX3
ZC3H8	0.00806808418841034	-1.12376703758238	0.074	0.166	1	5	ZC3H8
TRAPPC6A	0.00810204354746034	-1.33171432620089	0.049	0.132	1	5	TRAPPC6A
CREM.4	0.00822142312822303	-1.90701240487011	0.049	0.129	1	5	CREM
GBP4.1	0.00822594225336734	-0.51478391612059	0.32	0.463	1	5	GBP4
TUBA4A.3	0.00828463685178311	-0.952583006088913	0.131	0.235	1	5	TUBA4A
EOMES.3	0.00830171311211456	0.44979365194209	0.582	0.465	1	5	EOMES
KLRG1.1	0.00837097036009339	0.736038003365261	0.262	0.169	1	5	KLRG1
HNRNPAB.2	0.00838074178310532	-0.503227210588336	0.393	0.505	1	5	HNRNPAB
TMEM123.4	0.00840689606376186	-0.479942338580824	0.426	0.534	1	5	TMEM123
FURIN.1	0.00849388341012426	-0.859940879250714	0.172	0.278	1	5	FURIN
PWWP2A	0.00854347519379123	0.760211323035845	0.287	0.193	1	5	PWWP2A
DCTPP1.4	0.00855767791793569	-1.47057577175435	0.066	0.151	1	5	DCTPP1
BX284668.5	0.00859931319267611	-1.82660273186925	0.033	0.107	1	5	BX284668.5
SNX17	0.00861015936779116	-0.585551294118049	0.23	0.347	1	5	SNX17
EPSTI1.5	0.00871560450963627	-0.769356627149043	0.246	0.363	1	5	EPSTI1
PDIA4.2	0.00872963890026995	-0.904709486005735	0.131	0.233	1	5	PDIA4
SHMT2	0.00874138739098544	-1.22728482214801	0.09	0.182	1	5	SHMT2
AC058791.1.1	0.00880368508758678	0.533162250783392	0.443	0.335	1	5	AC058791.1
ROCK2	0.00881040594855442	-0.799885918633361	0.09	0.187	1	5	ROCK2
CD7.2	0.00881973573950107	-0.326765062933031	0.762	0.821	1	5	CD7
SEM1.2	0.00882364746103023	-0.521258085613408	0.27	0.385	1	5	SEM1
ATP6AP2	0.00882641713877345	-0.638475246429856	0.221	0.337	1	5	ATP6AP2
TNFSF14.4	0.00885041084496623	-1.02556332786735	0.361	0.456	1	5	TNFSF14
NELFE.1	0.00885191261965235	-0.907731960461136	0.115	0.216	1	5	NELFE
RAB1B	0.00885546259818078	-0.766399551226288	0.139	0.246	1	5	RAB1B
MRPS33	0.00887550603740465	-1.38119286858977	0.066	0.151	1	5	MRPS33
BLOC1S2.1	0.00888075409156586	-0.819248699893043	0.148	0.253	1	5	BLOC1S2
PPDPF.2	0.00892725382685176	-0.374299987893825	0.59	0.669	1	5	PPDPF
IGFLR1.1	0.00895486638225277	-0.812688881280441	0.148	0.256	1	5	IGFLR1
HSPA5.4	0.00897530329758986	-0.931430190279426	0.566	0.621	1	5	HSPA5
METRNL.1	0.00898228521425371	-0.731924075703366	0.172	0.283	1	5	METRNL
ZBTB6	0.00900644088103601	-1.79664287458202	0.033	0.107	1	5	ZBTB6
ILF3-DT	0.00902320435910303	-0.53363932506243	0.139	0.249	1	5	ILF3-DT
GALNT7.1	0.0090990419882515	-1.35042474392943	0.074	0.161	1	5	GALNT7
HAVCR2.4	0.00910071040475002	-0.674282881924043	0.131	0.23	1	5	HAVCR2
SDHC	0.00911553221504382	-0.778483577939317	0.189	0.296	1	5	SDHC
WTAP	0.00912672395037238	-0.717926009946177	0.205	0.316	1	5	WTAP
NDUFA7	0.00918348275910159	-0.943875522058525	0.107	0.204	1	5	NDUFA7
TMEM126A.1	0.00920945642548812	-1.36163143813677	0.057	0.14	1	5	TMEM126A
ECHS1	0.0092129701414054	-0.791004355551954	0.197	0.302	1	5	ECHS1
TNRC18	0.00924379155546283	-1.16682001294682	0.057	0.141	1	5	TNRC18
SEPTIN2.3	0.00927300419820183	-0.483776893671885	0.311	0.433	1	5	SEPTIN2
ADD1.1	0.00927459954026165	-0.722732855518927	0.246	0.352	1	5	ADD1
POLR2H.2	0.00928016222514657	-1.08529819609821	0.098	0.192	1	5	POLR2H
XBP1.3	0.0092810196396238	-0.631427450261992	0.352	0.46	1	5	XBP1
VMP1.4	0.00928673884980654	-0.87380220716971	0.148	0.249	1	5	VMP1
KRT86.2	0.00932669249955189	-2.1564790585372	0.033	0.105	1	5	KRT86
PFDN1	0.00933646768413822	-1.06570266279069	0.098	0.192	1	5	PFDN1
NDUFA9	0.00934846706145912	-0.769853283484781	0.115	0.216	1	5	NDUFA9
BRAT1.2	0.0093805838070106	-1.08395234495658	0.066	0.153	1	5	BRAT1
NCKAP1	0.00938508878917877	0.854204627749043	0.107	0.05	1	5	NCKAP1
CCNY	0.00942809407677628	-1.04776009264258	0.115	0.21	1	5	CCNY
OASL.3	0.00948123521332008	-0.750922797583923	0.352	0.459	1	5	OASL
ESYT1	0.00950957992049742	-0.946479928002643	0.09	0.183	1	5	ESYT1
MTMR14	0.00951218903860353	-0.999555532178619	0.09	0.183	1	5	MTMR14
TSEN54.2	0.0095461183267909	-0.773560831297006	0.107	0.208	1	5	TSEN54
PSMB9.1	0.00955929119080858	-0.33841451352401	0.721	0.771	1	5	PSMB9
TMEM216	0.00957207047286629	-1.56421773524214	0.041	0.118	1	5	TMEM216
PPIB	0.00960986016429143	-0.348408817329951	0.746	0.757	1	5	PPIB
CASP4.2	0.00963813180118031	-0.401363550325404	0.279	0.407	1	5	CASP4
PSMB10.3	0.00965540072169363	-0.400728938298389	0.525	0.619	1	5	PSMB10
CCDC167	0.00970565988077544	-1.18783377062779	0.066	0.151	1	5	CCDC167
ASH1L	0.00972782179943852	0.370736892457978	0.721	0.603	1	5	ASH1L
POLR2A.1	0.00975068102549269	-0.937865224946493	0.148	0.248	1	5	POLR2A
MLLT3.2	0.00977799609965698	-0.659682894070985	0.205	0.318	1	5	MLLT3
AC007384.1.1	0.00978853146735421	0.785976622796533	0.148	0.079	1	5	AC007384.1
C1QBP.4	0.00982490656952009	-0.929485847059125	0.197	0.297	1	5	C1QBP
CTSS.1	0.00985019952380141	-0.489697107170299	0.238	0.36	1	5	CTSS
NBDY.1	0.00985805958641198	-1.11888323495084	0.074	0.162	1	5	NBDY
GSN.3	0.00989799166091189	-1.47569192952143	0.033	0.107	1	5	GSN
EIF2B1	0.00990353945234961	-0.933564965104674	0.09	0.182	1	5	EIF2B1
CCT7.2	0.00993114245615586	-0.559795552831627	0.311	0.422	1	5	CCT7
PRKAG1	0.0099770754156593	-1.06259871162767	0.066	0.152	1	5	PRKAG1
GPR183.4	1.30805089867863e-129	4.25338020646228	0.837	0.067	1.78169612909016e-125	6	GPR183
CCR7	1.26350918405932e-105	3.80970639947241	0.51	0.021	1.7210258596072e-101	6	CCR7
CAPG	1.01847291273248e-104	5.6401520293953	0.429	0.012	1.38726195443291e-100	6	CAPG
KIT	2.96076482996728e-86	5.21574071566482	0.398	0.015	4.03285777489844e-82	6	KIT
COTL1.3	1.10645871126803e-83	4.16003616235073	0.735	0.098	1.50710741061819e-79	6	COTL1
SPINK2	1.89880979625259e-80	5.41242839825224	0.255	0.002	2.58636882347565e-76	6	SPINK2
IL7R.5	1.03853779269508e-79	3.56475163267136	0.724	0.089	1.41459232742997e-75	6	IL7R
SELL.2	1.27342063479348e-69	3.45560513109919	0.735	0.115	1.7345262466522e-65	6	SELL
IGFBP4	2.64069784391493e-68	5.33997209290299	0.276	0.007	3.59689453319653e-64	6	IGFBP4
PDE7B	1.60496040526621e-61	5.06517785999636	0.286	0.011	2.18611656801311e-57	6	PDE7B
LINC00996.5	3.7213467213956e-61	3.28359592281868	0.735	0.139	5.06884636921294e-57	6	LINC00996
SPTSSB	4.56970516178241e-61	6.46003461126035	0.184	0.001	6.22439540086382e-57	6	SPTSSB
MFGE8	3.32596771563984e-59	3.47976949773672	0.51	0.055	4.53030062547303e-55	6	MFGE8
CLNK	7.50246612816764e-56	5.11682066147422	0.214	0.005	1.02191091131771e-51	6	CLNK
DUSP4	4.05415305993357e-53	3.2647477747376	0.449	0.046	5.52216188293551e-49	6	DUSP4
CABLES1	6.20138512719415e-52	5.00179482601664	0.214	0.006	8.44690668175115e-48	6	CABLES1
SCML1	2.4848705655019e-50	3.88596149988616	0.296	0.018	3.38464219727014e-46	6	SCML1
DLL1	7.34483276826031e-49	4.37868277123002	0.296	0.019	1.00043967136474e-44	6	DLL1
SOX4.2	1.61588119325638e-47	3.54607885809211	0.52	0.076	2.20099177333451e-43	6	SOX4
SRGAP3	3.23310270565005e-47	4.55670902470372	0.235	0.01	4.40380919536594e-43	6	SRGAP3
SYNE2.2	3.62973719672402e-45	-3.82016353689927	0.173	0.907	4.94406503565779e-41	6	SYNE2
KIR2DL4.1	2.65020284532818e-42	3.15282150185432	0.429	0.055	3.60984129562151e-38	6	KIR2DL4
CCL4.3	4.77189027216732e-42	-6.26980991600034	0.224	0.879	6.49979173971911e-38	6	CCL4
TPT1.1	7.27036221092384e-42	0.838741319710941	1	1	9.90296036749936e-38	6	TPT1
MAML3	4.47207341067933e-40	3.98533582775885	0.235	0.014	6.09141119268631e-36	6	MAML3
HOXA9	1.24585113059797e-39	4.51625608039426	0.204	0.01	1.69697382498749e-35	6	HOXA9
GAB1	1.320117605514e-39	4.44168318924615	0.204	0.01	1.79813219047061e-35	6	GAB1
RPS2.5	4.34019544268046e-39	0.997623988924186	1	0.994	5.91178021247505e-35	6	RPS2
TNFRSF11A	1.28322170994298e-37	4.2414373600104	0.224	0.014	1.74787629111333e-33	6	TNFRSF11A
FXYD2	2.55261820309853e-36	5.14551771506894	0.143	0.004	3.4769212544405e-32	6	FXYD2
RPS15A.3	1.55677228316531e-35	0.790874943385902	1	0.999	2.12047952689947e-31	6	RPS15A
PRCD	5.4830515749005e-35	5.15628890636205	0.133	0.003	7.46846455017197e-31	6	PRCD
EFHD2.1	2.43868794930238e-33	-2.05547841087428	0.5	0.925	3.32173685574478e-29	6	EFHD2
GZMK.4	1.33802334202464e-32	2.62348407236405	0.469	0.088	1.82252159417176e-28	6	GZMK
RPLP1.5	2.90810760764397e-32	0.76196835454241	1	1	3.96113337237185e-28	6	RPLP1
ITM2C.4	6.15099462574871e-32	2.68887077354775	0.643	0.188	8.37826977973232e-28	6	ITM2C
RPS24.3	1.25011714774711e-31	0.795802617480799	1	0.998	1.70278456694634e-27	6	RPS24
MMP25	1.34546873863326e-31	5.05014493200961	0.122	0.003	1.83266296889236e-27	6	MMP25
NCAM1.1	1.78887386139304e-31	2.75439696837941	0.469	0.094	2.43662508660347e-27	6	NCAM1
PAWR	6.39203883808616e-31	4.02611356600677	0.173	0.01	8.70659610135716e-27	6	PAWR
RPS18.5	1.5588084263986e-30	0.77981101909202	1	0.999	2.12325295759753e-26	6	RPS18
CYSLTR1	1.82765882868131e-30	3.16360735474823	0.367	0.058	2.48945409054681e-26	6	CYSLTR1
SSBP2	4.80583765567647e-30	3.34723582515838	0.286	0.034	6.54603147079692e-26	6	SSBP2
RPL11.2	1.11351650304923e-29	0.694843787453181	1	1	1.51672082880335e-25	6	RPL11
PACSIN1	1.7674895410555e-29	4.83703848138933	0.133	0.005	2.40749750387169e-25	6	PACSIN1
AHI1.4	3.68608956981478e-29	2.38107657577293	0.673	0.226	5.02082260304472e-25	6	AHI1
FXYD7	4.54147968709071e-29	3.91093755155019	0.204	0.016	6.18594948178625e-25	6	FXYD7
TLE3.4	6.54807493401927e-29	2.39101720708886	0.561	0.146	8.91913286762765e-25	6	TLE3
CNR2	1.3595809151884e-28	3.22206096045618	0.265	0.03	1.85188516457813e-24	6	CNR2
RPL32.4	7.50806410211894e-28	0.635505267920911	1	0.999	1.02267341134962e-23	6	RPL32
FCGR3A.4	8.86183030472518e-28	-2.72947574138615	0.214	0.789	1.20706990580662e-23	6	FCGR3A
IKZF3.1	1.45559007647738e-27	-3.60296837773082	0.092	0.706	1.98265924316984e-23	6	IKZF3
PPP1R9A	3.3930783910969e-27	3.48679512902098	0.214	0.02	4.62171207651308e-23	6	PPP1R9A
RPL17.2	2.31410949175415e-26	0.66453435018967	1	0.998	3.15204853871833e-22	6	RPL17
HAPLN3	3.40829623560345e-26	3.62546258590455	0.204	0.019	4.64244030251546e-22	6	HAPLN3
BEX3	6.7675392681893e-26	4.20796844725235	0.143	0.008	9.21806523720064e-22	6	BEX3
RPS19.4	1.30388676709664e-25	0.640688979987067	1	1	1.77602416546233e-21	6	RPS19
RPS9.2	4.10933617244522e-25	0.864365208842698	1	0.948	5.59732680048763e-21	6	RPS9
CD44.1	4.9019052635274e-25	1.29419532778495	0.959	0.728	6.67688515945067e-21	6	CD44
HVCN1	5.35380528292592e-25	2.8475070675957	0.265	0.035	7.2924181758734e-21	6	HVCN1
RPL10.2	7.36790986321463e-25	0.589925029306306	1	1	1.00358300246847e-20	6	RPL10
RPL13A.2	1.10529811181268e-24	0.699593344055259	1	0.996	1.50552655810005e-20	6	RPL13A
NELL2	2.01757516997772e-24	3.42442995993	0.153	0.01	2.74813913902665e-20	6	NELL2
RPL37.3	2.1667674603629e-24	0.609857259720715	1	0.999	2.9513539577603e-20	6	RPL37
RPL10A.4	2.27453669590781e-24	0.802921938625055	1	0.959	3.09814643349603e-20	6	RPL10A
PRKAR2B	4.23391174516763e-24	3.74777649754102	0.133	0.007	5.76701118809283e-20	6	PRKAR2B
RPL34.2	5.31311017354889e-24	0.655880211480036	1	1	7.23698736739094e-20	6	RPL34
FUT7	5.43212885299011e-24	3.6648153664596	0.173	0.015	7.39910271065783e-20	6	FUT7
DACH1	1.26173413190082e-23	3.79585555261999	0.122	0.006	1.7186080610621e-19	6	DACH1
RPSA.3	1.30652730425456e-23	0.782943377101514	1	0.962	1.77962084112514e-19	6	RPSA
ADCY3	1.65456415050854e-23	2.83274894232173	0.296	0.048	2.25368182940769e-19	6	ADCY3
FGFBP2.3	2.39903640530771e-23	-2.63464029325123	0.327	0.783	3.26772748766964e-19	6	FGFBP2
RPL12.2	6.80538749652874e-23	0.747565141488641	1	0.975	9.2696183090218e-19	6	RPL12
TSPAN4	1.45368211036587e-22	4.22837192077403	0.122	0.007	1.98006040252935e-18	6	TSPAN4
GAS5.3	2.76073683606381e-22	1.51622245562382	0.837	0.485	3.76039964440251e-18	6	GAS5
CST7.3	2.9213311346261e-22	-1.56106410220408	0.694	0.918	3.97914513847421e-18	6	CST7
RPL8.4	5.57656273810381e-22	0.801756489814572	1	0.958	7.59583610557119e-18	6	RPL8
TEC	5.58688432039348e-22	3.52127914703843	0.143	0.01	7.60989513280796e-18	6	TEC
CDA	1.6836570016267e-21	4.25933792954257	0.122	0.007	2.29330920191572e-17	6	CDA
RPL28.4	1.78235978240163e-21	0.688575092237392	1	0.99	2.42775225960926e-17	6	RPL28
AREG	1.8037030279474e-21	4.1857075498337	0.122	0.007	2.45682389436715e-17	6	AREG
AFF3	2.01743791158809e-21	3.83193232339706	0.122	0.007	2.74795217937414e-17	6	AFF3
RPL9.2	2.16761963602073e-21	0.674749008194505	1	0.988	2.95251470622384e-17	6	RPL9
CCL5.3	2.31071725452354e-21	-1.98684381877329	0.602	0.852	3.14742797238652e-17	6	CCL5
ATP8B4	2.50876397003551e-21	2.79890301676727	0.224	0.03	3.41718740358536e-17	6	ATP8B4
CCR1	2.51998167345619e-21	3.2824568819709	0.184	0.019	3.43246703741468e-17	6	CCR1
GZMB.2	3.33882875381461e-21	-2.11723995669816	0.541	0.885	4.54781864557088e-17	6	GZMB
RPL13.4	4.04822927630707e-21	0.737652522088164	1	0.971	5.51409309725785e-17	6	RPL13
RPL7A.3	7.82592771376751e-21	0.576101541685654	1	0.998	1.06596961389227e-16	6	RPL7A
RPS12.5	1.01066056569669e-20	0.548381475716641	1	0.999	1.37662075653546e-16	6	RPS12
FXYD5.3	1.17937143960019e-20	1.55419054489364	0.847	0.566	1.60642183787941e-16	6	FXYD5
RPS27.3	1.33461457590687e-20	0.578169602862113	1	1	1.81787851384275e-16	6	RPS27
RCAN3	1.52865487221087e-20	3.73138451762162	0.143	0.012	2.08218080143843e-16	6	RCAN3
ID3	2.73902687364221e-20	2.42102198710047	0.204	0.025	3.73082850458805e-16	6	ID3
FUT8	3.43125869208182e-20	2.64981955048562	0.265	0.044	4.67371746448465e-16	6	FUT8
S100A13	3.69153474030325e-20	3.80167922701455	0.153	0.014	5.02823946976706e-16	6	S100A13
GRAMD1B	8.31337447567483e-20	3.29821763016699	0.163	0.016	1.13236473733167e-15	6	GRAMD1B
RPS14.2	8.6745385387604e-20	0.553207751288496	1	0.999	1.18155889436455e-15	6	RPS14
PLA2G6	1.13596144553678e-19	2.80846148117876	0.235	0.036	1.54729308496565e-15	6	PLA2G6
CAPN12.2	1.15434592875796e-19	2.0094861195831	0.459	0.131	1.57233458956122e-15	6	CAPN12
EEF1G.2	1.23412030552381e-19	1.00329106058509	0.959	0.837	1.68099526815398e-15	6	EEF1G
GZMA.4	1.38413819859033e-19	-2.05770296759815	0.357	0.782	1.88533464029989e-15	6	GZMA
RPL19.3	1.6561869792793e-19	0.528584563177117	1	0.999	2.25589228447634e-15	6	RPL19
RPS5.3	2.45816617692151e-19	0.68661175495793	1	0.959	3.34826814958479e-15	6	RPS5
CD63.1	2.59431436297797e-19	0.955714406457377	0.98	0.832	3.5337155938123e-15	6	CD63
NKG7.1	3.34531797473621e-19	-0.805079724590291	0.959	0.984	4.55665761338819e-15	6	NKG7
RPS6KA2	3.57422214173107e-19	4.00200813052045	0.102	0.005	4.86844797925188e-15	6	RPS6KA2
PLEK.3	3.83822610994915e-19	-2.25357902183927	0.357	0.742	5.22804778436174e-15	6	PLEK
IL12RB2.4	4.11125341710418e-19	2.24872438250973	0.357	0.083	5.5999382794376e-15	6	IL12RB2
CCDC50	4.88464266986065e-19	2.15364848802424	0.316	0.065	6.65337178061719e-15	6	CCDC50
RPL29.2	1.13336318383974e-18	0.551574663571553	1	0.997	1.54375399270811e-14	6	RPL29
CD2.5	4.80015438110814e-18	1.28378194287598	0.878	0.623	6.5382902825074e-14	6	CD2
TRABD.3	6.17157509990814e-18	1.6001246277976	0.724	0.372	8.40630244358488e-14	6	TRABD
RPL24.1	6.36162189323856e-18	0.566184364816448	1	0.996	8.66516518078024e-14	6	RPL24
RACK1.2	6.57688744584545e-18	0.887793458190476	0.969	0.862	8.95837838998608e-14	6	RACK1
RPS23.2	7.41106575762194e-18	0.672562020673786	1	0.975	1.00946126684568e-13	6	RPS23
TNFRSF18.6	9.51213206240731e-18	0.954960015672336	0.847	0.418	1.2956475082205e-13	6	TNFRSF18
PLP2.3	1.14918808876272e-17	1.10342671162984	0.837	0.418	1.5653090957037e-13	6	PLP2
RPS8.4	1.53561616872692e-17	0.655032079960364	1	0.965	2.09166278342294e-13	6	RPS8
CTSW.3	1.79312502723225e-17	1.1384235660449	0.939	0.734	2.44241559959305e-13	6	CTSW
ZFHX3	1.83246732861293e-17	2.53123469689775	0.235	0.04	2.49600374830368e-13	6	ZFHX3
ARPC2.1	2.56057200118308e-17	-0.864257862220477	0.949	0.975	3.48775512281147e-13	6	ARPC2
AL096865.1	3.01419149753915e-17	3.14771371075563	0.143	0.015	4.10563023879808e-13	6	AL096865.1
APOC2	4.02880134781632e-17	3.81515894382772	0.102	0.007	5.48763031586061e-13	6	APOC2
ADGRG3.4	5.36862412944241e-17	2.2320012456015	0.347	0.087	7.31260292671351e-13	6	ADGRG3
THEM4.2	5.41435183805072e-17	1.93418342143846	0.429	0.128	7.37488863860889e-13	6	THEM4
TRBC1.2	6.22498132237732e-17	-1.72522208098203	0.459	0.773	8.47904705921015e-13	6	TRBC1
RPS13.2	6.70175437332025e-17	0.573634152235299	1	0.983	9.12845963189952e-13	6	RPS13
RPL35.3	7.82939951694895e-17	0.5961817805629	1	0.982	1.06644250820362e-12	6	RPL35
MPG.1	8.74431840666414e-17	1.71205091692437	0.612	0.266	1.19106361017172e-12	6	MPG
TMEM14C.3	8.81035990073114e-17	1.80596333196599	0.469	0.152	1.20005912207859e-12	6	TMEM14C
NME2.3	1.79704972951959e-16	1.01334024841158	0.837	0.512	2.44776143657863e-12	6	NME2
GOLIM4.3	1.86188960297383e-16	1.81119522897347	0.398	0.111	2.53607982821066e-12	6	GOLIM4
SYPL1.1	3.4426925743555e-16	1.6864313582572	0.459	0.147	4.68929155552963e-12	6	SYPL1
RPL36.3	5.65209962750277e-16	0.547038529641273	1	0.988	7.69872490262152e-12	6	RPL36
RPS15.2	7.2519470766094e-16	0.462679617769525	1	0.997	9.87787711304967e-12	6	RPS15
LYAR.3	8.6999651195698e-16	-2.27916522375569	0.184	0.61	1.1850222489366e-11	6	LYAR
ALOX5AP.4	9.7277615157152e-16	-2.51808710451042	0.143	0.579	1.32501839605557e-11	6	ALOX5AP
PYHIN1.3	1.07716096693408e-15	-2.41907835715902	0.143	0.573	1.46720095306091e-11	6	PYHIN1
RNF130.1	1.08784468890922e-15	2.09800485410384	0.327	0.083	1.48175325076324e-11	6	RNF130
CLSTN3.2	1.17963404461011e-15	1.6162532400564	0.49	0.169	1.60677953216342e-11	6	CLSTN3
C19orf38	1.41468638499231e-15	3.32306948159028	0.112	0.01	1.92694432499802e-11	6	C19orf38
CD247.4	1.55306602317535e-15	-1.25423446358062	0.571	0.862	2.11543123016714e-11	6	CD247
JAML	2.03978090124571e-15	2.48098950733978	0.204	0.035	2.77838556558678e-11	6	JAML
APOBEC3G.4	2.73259862698378e-15	-1.14959545110157	0.724	0.933	3.72207258981461e-11	6	APOBEC3G
AGPAT5.1	3.7774086359637e-15	2.05002247974534	0.306	0.075	5.14520830304615e-11	6	AGPAT5
RPL35A.2	4.17169884025718e-15	0.47510485899281	1	0.996	5.6822709903143e-11	6	RPL35A
RPS27A.2	4.32689030274544e-15	0.40218810950891	1	1	5.89365728136956e-11	6	RPS27A
AHR.1	5.13936218162802e-15	2.35694501314146	0.255	0.054	7.00032522759553e-11	6	AHR
RPS28.2	7.26515479425514e-15	0.46877258878228	1	0.997	9.89586734525492e-11	6	RPS28
RPL18.2	7.27629555921599e-15	0.530093701641405	1	0.997	9.9110421812081e-11	6	RPL18
RPL36A.4	8.60983199535548e-15	0.793491467033115	0.98	0.845	1.17274521608737e-10	6	RPL36A
RPS3A.2	1.2993802734712e-14	0.528446297362516	1	0.993	1.76988587049512e-10	6	RPS3A
RPL26.2	1.73407688213298e-14	0.52270994300424	1	0.988	2.36198612115334e-10	6	RPL26
CASK	2.43719815092862e-14	2.23516248679632	0.296	0.076	3.31970760137987e-10	6	CASK
