p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
N4BP3	6.28593223224304e-08	1.07716338324588	0.36	0.195	0.000838920515715156	2	N4BP3
CLEC2D.2	6.35576952208119e-08	-0.754544453526392	0.571	0.733	0.000848241000416956	2	CLEC2D
ANXA1	7.47274681173964e-08	-0.938136337796965	0.582	0.718	0.000997312789494773	2	ANXA1
BCL2L1.2	1.06222694566701e-07	-2.79178971520394	0.063	0.226	0.00141764808168719	2	BCL2L1
GFOD1.2	1.12690158360739e-07	-1.48707462414713	0.196	0.377	0.00150396285348243	2	GFOD1
ARID5B.1	1.27056435464934e-07	-2.48474300116898	0.053	0.214	0.00169569518771501	2	ARID5B
DUSP2.2	1.31683800428751e-07	-1.85580111987037	0.259	0.438	0.00175745200052212	2	DUSP2
CTSD.2	1.43159202553742e-07	0.511951372561878	0.847	0.688	0.00191060271728224	2	CTSD
LTB.1	1.45997628982485e-07	0.918742951625172	0.418	0.246	0.00194848435640024	2	LTB
SPON2.2	2.22399948501772e-07	-1.66725650127481	0.201	0.373	0.00296814971270465	2	SPON2
AGO2.2	3.05024797817953e-07	-0.924539854290404	0.407	0.566	0.00407086095167839	2	AGO2
OSTF1.2	3.40280953978292e-07	0.497797796169412	0.862	0.715	0.00454138961179428	2	OSTF1
MATK.1	3.60250561444319e-07	0.42103590967096	0.873	0.722	0.00480790399303588	2	MATK
KLF2.2	3.61080534426654e-07	-1.30382423148479	0.296	0.465	0.00481898081245812	2	KLF2
DUSP5.2	4.15492307622736e-07	-3.8882836839809	0.021	0.157	0.00554516033753303	2	DUSP5
RHOG.2	4.38414374587697e-07	-1.21879063431802	0.344	0.498	0.0058510782432474	2	RHOG
S100A11.1	5.18794529586808e-07	0.53975206338051	0.778	0.618	0.00692383179186554	2	S100A11
CD38.1	5.62095035593132e-07	-1.97903968492314	0.069	0.226	0.00750172034502593	2	CD38
FGFBP2.2	5.86285035156144e-07	-0.895587889360408	0.704	0.762	0.0078245600791939	2	FGFBP2
ATF4.2	9.86583048886502e-07	-1.20442984312292	0.206	0.378	0.0131669373704393	2	ATF4
HSP90AB1.2	1.11864441590406e-06	-1.25279000998997	0.693	0.786	0.0149294283746556	2	HSP90AB1
EGR1.1	1.27453982709817e-06	1.19359416259678	0.18	0.074	0.0170100085324522	2	EGR1
CCL4L2.2	1.47371379024194e-06	-3.64812938250947	0.243	0.418	0.019668184244569	2	CCL4L2
FHL3	1.51025529842813e-06	0.641141586887129	0.471	0.292	0.0201558672128218	2	FHL3
IQGAP2	1.62913449552736e-06	-0.933160201927818	0.233	0.415	0.0217424289773082	2	IQGAP2
STARD4.2	1.64526627167806e-06	-2.32676806209001	0.058	0.199	0.0219577236618154	2	STARD4
GNLY	1.67158585223914e-06	-0.41093811909436	0.995	0.953	0.0223089847839835	2	GNLY
CPNE7.1	1.75311240836149e-06	1.3799218343844	0.212	0.096	0.0233970382019925	2	CPNE7
KLRC3.1	1.77028534055018e-06	-1.35629123010247	0.148	0.311	0.0236262281549827	2	KLRC3
IER5L.2	1.87998299301282e-06	-2.85472341632334	0.021	0.146	0.0250902530247491	2	IER5L
IL2RG.1	2.00359063358496e-06	-0.507306331554116	0.794	0.878	0.0267399205958249	2	IL2RG
HIPK2.1	2.11175454730851e-06	-0.954126063192209	0.27	0.442	0.0281834761883793	2	HIPK2
BCL2.2	2.11877783037964e-06	-3.48559646618988	0.011	0.128	0.0282772089242466	2	BCL2
KIAA0232.1	2.17181610248958e-06	-1.58691594707018	0.095	0.248	0.0289850577038259	2	KIAA0232
FOS.1	2.22422312951786e-06	1.37491088936375	0.243	0.119	0.0296844818865453	2	FOS
STK17A.2	2.33715123523322e-06	0.573937146262213	0.598	0.419	0.0311916203854226	2	STK17A
GZMM.2	2.34582155215398e-06	0.456692624961978	0.82	0.672	0.031307334435047	2	GZMM
IRF4.2	2.36052977955262e-06	-5.03180859648202	0.005	0.117	0.0315036304379092	2	IRF4
KDM6B.2	2.36656179538138e-06	-1.76104407423224	0.228	0.378	0.03158413372116	2	KDM6B
TNFRSF1B.2	2.7508080861836e-06	-1.43124923158769	0.365	0.483	0.0367122847182064	2	TNFRSF1B
PHLDA1.2	2.85716136173399e-06	-2.86334050970405	0.042	0.173	0.0381316755337018	2	PHLDA1
ACTB	3.00855426868649e-06	0.279507546315614	0.984	0.978	0.0401521652698899	2	ACTB
RPL13.2	3.3355852008314e-06	0.268826355207328	1	0.974	0.0445167200902959	2	RPL13
TMIGD2.2	3.69362013667343e-06	0.640643345261718	0.534	0.362	0.0492950543440436	2	TMIGD2
GYPC.1	3.76753852662325e-06	0.535440227123905	0.667	0.51	0.0502815691763138	2	GYPC
LYST.2	4.21028961226892e-06	-0.735908071776703	0.455	0.596	0.0561905251653411	2	LYST
ACTG1.1	4.21264891182821e-06	0.348049191983226	0.894	0.84	0.0562220123772593	2	ACTG1
REL.2	4.35782481390156e-06	-1.35805306252773	0.508	0.602	0.0581595299663302	2	REL
IL2RA.2	4.61149538269217e-06	-7.7983097824546	0	0.102	0.0615450173774097	2	IL2RA
PARVG	4.69569088136438e-06	1.39719832392634	0.127	0.045	0.062668690502689	2	PARVG
ADO.2	5.11461692294354e-06	-1.75361496271159	0.09	0.234	0.0682596774536045	2	ADO
GATA3.1	5.30702066208243e-06	0.64766603263143	0.54	0.389	0.0708274977561522	2	GATA3
PLAAT4.2	5.73586757670687e-06	0.353034781703626	0.926	0.778	0.0765508886787298	2	PLAAT4
RNF19A.2	6.53331561030404e-06	-1.1006223587232	0.365	0.512	0.0871936301351177	2	RNF19A
GZMK.2	6.58959651168335e-06	1.47727049815854	0.19	0.087	0.087944755044926	2	GZMK
ITK.2	6.65116404931331e-06	-1.64786253776207	0.079	0.219	0.0887664354021354	2	ITK
POLD4.1	6.83942887158928e-06	0.640936212377018	0.54	0.384	0.0912790177202305	2	POLD4
CD81.1	7.38205112987246e-06	0.443490542528692	0.862	0.762	0.0985208543792779	2	CD81
CD52.1	8.32111557559313e-06	-0.70992413484348	0.571	0.68	0.111053608471866	2	CD52
CYBA.1	8.57226314437135e-06	0.294485254673534	0.989	0.968	0.11440542392478	2	CYBA
RGCC.2	8.78446247905345e-06	0.453671507783995	0.582	0.401	0.117237436245447	2	RGCC
IFIT1.2	9.5353341256968e-06	-1.78652265158087	0.09	0.23	0.127258569241549	2	IFIT1
CD2.1	9.55933859958323e-06	0.535343655100296	0.746	0.628	0.127578932950038	2	CD2
FAM3C.2	1.02972196725705e-05	-1.88977332709244	0.069	0.199	0.137426693750126	2	FAM3C
DEF6.2	1.03215746999669e-05	0.630827589785621	0.487	0.326	0.137751735945758	2	DEF6
ATP1B3.2	1.03397740968983e-05	-1.29209049211569	0.233	0.38	0.137994625097205	2	ATP1B3
ZC3H15.2	1.08195915874053e-05	-0.803019721065822	0.328	0.482	0.144398269325511	2	ZC3H15
FASLG.1	1.09982393489308e-05	-1.1797660805322	0.37	0.5	0.146782502350831	2	FASLG
ESYT2	1.10820751443078e-05	-1.52574820881023	0.063	0.195	0.147901374875932	2	ESYT2
SAR1A.1	1.12697360790982e-05	-0.807149424579742	0.27	0.438	0.150405897711645	2	SAR1A
BCL2A1.2	1.13265763656469e-05	-3.07349653347417	0.037	0.153	0.151164488175924	2	BCL2A1
MICOS10.1	1.16055373757601e-05	-0.99867186543715	0.164	0.322	0.154887501816894	2	MICOS10
MTSS1.1	1.2311502145647e-05	-1.30595041295273	0.101	0.246	0.164309307635804	2	MTSS1
CD3D.1	1.26878678586605e-05	-3.36981713289425	0.037	0.15	0.169332284441683	2	CD3D
ADGRG3	1.30106520567511e-05	1.32059421366923	0.18	0.082	0.1736401623494	2	ADGRG3
CBLB.2	1.31053644990379e-05	-1.13383786196083	0.164	0.313	0.17490419460416	2	CBLB
GPR18.2	1.3392500000733e-05	-2.2357540599979	0.042	0.162	0.178736305009783	2	GPR18
PTPN22.1	1.39347500502507e-05	-0.840888378614409	0.46	0.579	0.185973174170646	2	PTPN22
IFNG.2	1.46968657862394e-05	-5.66249338298705	0.026	0.135	0.196144370783151	2	IFNG
FCMR.2	1.53188345034046e-05	-1.15920931713554	0.201	0.351	0.204445165282438	2	FCMR
TBCD.1	1.54252535504098e-05	0.630341637861643	0.481	0.334	0.20586543388377	2	TBCD
CD7	1.66921011360334e-05	0.38719754434251	0.899	0.795	0.222772781761502	2	CD7
PIK3IP1.2	1.69487679014465e-05	0.57996276098455	0.603	0.471	0.226198256412704	2	PIK3IP1
MFSD2A.2	1.72930707391369e-05	-4.70601974136586	0.005	0.1	0.230793322084521	2	MFSD2A
DTHD1.1	1.86047731594489e-05	-1.46452760098394	0.111	0.246	0.248299302586004	2	DTHD1
SAT1	1.93092872673167e-05	-0.854593514477395	0.302	0.454	0.257701747869609	2	SAT1
STK17B.1	1.98229513397007e-05	0.394438408603548	0.825	0.722	0.264557108579646	2	STK17B
SERTAD1.2	2.08053523834008e-05	-1.23661471864551	0.143	0.285	0.277668232908867	2	SERTAD1
IRF8.2	2.18844956716545e-05	-2.29533983403473	0.048	0.164	0.292070479233901	2	IRF8
STAT6.1	2.41856338104015e-05	-1.12913077688262	0.127	0.27	0.322781468833618	2	STAT6
IL16.2	2.42564983905404e-05	0.457018165362447	0.656	0.475	0.323727227520152	2	IL16
GFI1.1	2.54383855772233e-05	-1.46566111078784	0.074	0.202	0.339500693913622	2	GFI1
ALOX5AP.2	2.56457262904245e-05	0.482457216872071	0.667	0.525	0.342267863072005	2	ALOX5AP
CHMP4B.2	2.58294986378263e-05	-0.985323630854849	0.238	0.386	0.344720488820429	2	CHMP4B
DOT1L.2	2.95046198326918e-05	-1.98222719983488	0.048	0.162	0.393768656287105	2	DOT1L
PSME4.1	2.95961240208922e-05	-1.32506279277907	0.106	0.241	0.394989871182827	2	PSME4
AFTPH.2	3.02087873264e-05	-1.21593017070675	0.153	0.294	0.403166475658134	2	AFTPH
NMRK1.1	3.04249202735853e-05	0.663735261350517	0.45	0.304	0.40605098597127	2	NMRK1
CST7.1	3.17407818698412e-05	-0.469835188875896	0.931	0.884	0.423612474834901	2	CST7
ENO1.2	3.28860447391584e-05	-0.895482744317608	0.582	0.676	0.438897153088808	2	ENO1
PARK7.2	3.37978600176695e-05	-0.668645580272165	0.672	0.726	0.451066239795817	2	PARK7
CLCN3.1	3.68224774769524e-05	0.695266302885818	0.429	0.288	0.491432784407407	2	CLCN3
YPEL3.2	3.81497707281099e-05	0.313166718002196	0.931	0.822	0.509146840137355	2	YPEL3
PTPN6.2	3.90664767337271e-05	-1.05518844399098	0.206	0.35	0.521381198488321	2	PTPN6
PAXX.1	4.04518655989742e-05	0.52036760029648	0.714	0.575	0.53987059828391	2	PAXX
TBX21.1	4.09873397397776e-05	-0.904682762250768	0.265	0.406	0.547017036167071	2	TBX21
CKLF.1	4.12560476040867e-05	0.585185466868056	0.619	0.507	0.550603211324142	2	CKLF
ARHGAP25.1	4.40504364512672e-05	-0.92535930955295	0.286	0.419	0.587897124878612	2	ARHGAP25
SLC1A5.2	4.64715525521961e-05	-2.79476394842901	0.021	0.118	0.620209340361609	2	SLC1A5
PANK3	4.72357307871192e-05	-1.29086960470899	0.111	0.242	0.630408063084892	2	PANK3
SLA.2	5.00242093871107e-05	-0.948421968891596	0.513	0.602	0.667623098480379	2	SLA
G3BP2.2	5.87285561740861e-05	-0.658503569602383	0.323	0.474	0.783791310699353	2	G3BP2
BZW1.2	6.55217754203238e-05	-0.639934525164592	0.508	0.617	0.874453614759641	2	BZW1
GLS.2	6.70283927600815e-05	-0.857232224486032	0.228	0.37	0.894560929776047	2	GLS
UQCR11	6.79978869398643e-05	0.337695410745679	0.852	0.797	0.907499799099428	2	UQCR11
PHACTR2.2	6.81180747932297e-05	-1.18430178595782	0.18	0.313	0.909103826190443	2	PHACTR2
HIVEP3.1	6.96055196692813e-05	-1.71250266630217	0.079	0.197	0.928955265506229	2	HIVEP3
NAB2.2	7.53243899049509e-05	-2.11664869925334	0.053	0.159	1	2	NAB2
QPCT	7.61855336523474e-05	1.57519088127988	0.101	0.037	1	2	QPCT
CD160.2	8.34197124370334e-05	-2.13621041232023	0.143	0.265	1	2	CD160
HNRNPC.2	8.53235729294865e-05	-0.652179622269023	0.444	0.564	1	2	HNRNPC
RPS26.1	8.57381080167397e-05	0.288778110150563	0.958	0.966	1	2	RPS26
VSIR.2	8.63297967963108e-05	-1.56767891163692	0.153	0.274	1	2	VSIR
PAICS.2	8.92656813693636e-05	-2.44734008784729	0.032	0.129	1	2	PAICS
SUPT4H1.1	9.08995954157396e-05	-0.720291283573419	0.222	0.37	1	2	SUPT4H1
RAMP1.2	9.32178678845259e-05	-1.75930661003718	0.074	0.187	1	2	RAMP1
XCL1.2	9.35872019827069e-05	-2.76127440377983	0.217	0.336	1	2	XCL1
PTPRC.2	9.39453614082625e-05	-0.268309031905604	0.995	0.942	1	2	PTPRC
B4GALT5.1	9.59846104751503e-05	-1.69289596088791	0.053	0.16	1	2	B4GALT5
KDM7A-DT	9.83717210417723e-05	1.67283276653976	0.101	0.038	1	2	KDM7A-DT
AC005332.6.1	0.000115145489848031	0.897010984911843	0.228	0.124	1	2	AC005332.6
NUDT14.2	0.000115189063940961	0.811203868197103	0.323	0.204	1	2	NUDT14
HSPA9.2	0.000115725522628531	-1.00497087345346	0.148	0.28	1	2	HSPA9
CASK	0.000127242161979091	1.1312035353942	0.159	0.075	1	2	CASK
NCL.2	0.000128015169864676	-0.492114435139615	0.884	0.906	1	2	NCL
TPST2.2	0.000131756128182605	0.421681846443512	0.608	0.456	1	2	TPST2
DNAJB11.2	0.000132933844393051	-1.29853843361499	0.116	0.237	1	2	DNAJB11
CCT5.2	0.000133681410032595	-0.764165883211837	0.275	0.415	1	2	CCT5
PSMB2.1	0.000141484197345262	-0.634957720219532	0.28	0.43	1	2	PSMB2
XCL2.2	0.000144843283005237	-3.47331050822162	0.376	0.448	1	2	XCL2
APOL6.1	0.000152255204226013	-0.758031323739759	0.37	0.499	1	2	APOL6
BCL9L.2	0.000152750499387041	0.433313808525753	0.693	0.586	1	2	BCL9L
ATP5MC2.1	0.000160829646343663	0.289154372725054	0.862	0.77	1	2	ATP5MC2
FBXW11	0.000169048666279078	-1.13030994334498	0.095	0.214	1	2	FBXW11
FCRL3.1	0.000170906330614838	-1.52063156835341	0.058	0.162	1	2	FCRL3
HSPH1.2	0.000174244826996238	-1.25481204876628	0.138	0.259	1	2	HSPH1
APLP2.1	0.000177211617656011	-1.22806292335726	0.127	0.246	1	2	APLP2
FUS.2	0.000178989755004156	-0.920425704524925	0.222	0.352	1	2	FUS
CHI3L2	0.000179235419202279	1.00842582195032	0.138	0.062	1	2	CHI3L2
HUWE1.1	0.00019017132489368	-0.70504394459045	0.222	0.363	1	2	HUWE1
PDCD4.1	0.000191456739362226	0.332024594810721	0.82	0.693	1	2	PDCD4
ELF1.2	0.00019569747367046	-0.474974081133061	0.413	0.55	1	2	ELF1
JAML	0.000197036328395925	1.59157246964272	0.101	0.039	1	2	JAML
LGALS1.2	0.00020063543379718	-1.33693157727415	0.217	0.342	1	2	LGALS1
CD2BP2.1	0.000214775296057223	-0.833562618655402	0.19	0.323	1	2	CD2BP2
ZNF92.1	0.000216102991360148	0.710752361062559	0.333	0.214	1	2	ZNF92
TRIM28.2	0.000224569940406885	-0.798283206418384	0.228	0.36	1	2	TRIM28
EIF3I.2	0.000229153163134963	-0.716623534377953	0.296	0.425	1	2	EIF3I
HVCN1	0.000236220625385437	1.38875558664303	0.127	0.057	1	2	HVCN1
ISOC2.1	0.000236323191880106	-2.08983856859449	0.032	0.121	1	2	ISOC2
TANK.2	0.00024105657993302	-0.970442834934023	0.228	0.35	1	2	TANK
BCL2L11.2	0.000243654532661313	-1.70347225911145	0.079	0.184	1	2	BCL2L11
MAML2.2	0.000253277157419127	-1.48014562250817	0.063	0.166	1	2	MAML2
CYTOR.2	0.000255707537500206	-1.61900583146098	0.069	0.171	1	2	CYTOR
SEC61B.2	0.000260569072304275	-0.712354582363577	0.614	0.687	1	2	SEC61B
SMS.2	0.000283376634974784	-1.48096037971975	0.143	0.254	1	2	SMS
SMG1.1	0.000297670976649499	-0.655989330929318	0.307	0.447	1	2	SMG1
SF3A2	0.000303150551167004	-0.866445407471172	0.164	0.289	1	2	SF3A2
IFIT3.2	0.000306101362491838	-1.67273119202417	0.238	0.354	1	2	IFIT3
CNN2.1	0.000318652325272151	0.596608176714684	0.275	0.164	1	2	CNN2
YARS.2	0.000324608122569909	-0.820264979277826	0.254	0.382	1	2	YARS
EVI2A.2	0.000344051507959996	-0.885886227067798	0.333	0.462	1	2	EVI2A
HMGA1.2	0.000354176986749426	-1.07763552507207	0.27	0.379	1	2	HMGA1
SEMA4C	0.000356302023553914	1.12801999299186	0.127	0.058	1	2	SEMA4C
MDFIC.2	0.000357197056330878	-1.44695267935561	0.116	0.226	1	2	MDFIC
PIM3.2	0.000366928378211375	-2.03077316507928	0.19	0.289	1	2	PIM3
BIRC3.2	0.000371523870189136	-1.22045893178377	0.159	0.278	1	2	BIRC3
EPB41.2	0.000372109045667807	0.429433768952232	0.693	0.568	1	2	EPB41
ZNF267.2	0.000381417689491479	-0.918063118433401	0.175	0.298	1	2	ZNF267
LEAP2	0.000383456639715164	1.25296796004159	0.101	0.041	1	2	LEAP2
EIF4H.1	0.000384894038841301	-0.670777006663518	0.18	0.313	1	2	EIF4H
SAMHD1.2	0.000403880512673424	-0.902851793481898	0.18	0.301	1	2	SAMHD1
VIM.2	0.000406484015043998	0.274296923793873	0.884	0.778	1	2	VIM
AKAP5.2	0.000413044746032593	0.770355672695302	0.418	0.308	1	2	AKAP5
IFT57.2	0.000416329297987976	-1.92327318094655	0.032	0.116	1	2	IFT57
HOPX.1	0.000440564954105957	-0.488381823475198	0.799	0.838	1	2	HOPX
ZFP36L1.2	0.000446395755729722	-0.63149611739532	0.582	0.69	1	2	ZFP36L1
HNRNPA2B1.2	0.000455253187858018	-0.43303833033172	0.772	0.808	1	2	HNRNPA2B1
TANC2	0.000460946036259302	1.08350053468707	0.116	0.051	1	2	TANC2
CYCS.2	0.000462094144781091	-0.692183287532907	0.439	0.542	1	2	CYCS
FOXP1.1	0.000471913319739697	-0.624966891204369	0.566	0.652	1	2	FOXP1
PTGER2.1	0.000475961765269241	-1.25970667348543	0.153	0.262	1	2	PTGER2
ITM2C.2	0.000478962225485813	0.428653557807613	0.317	0.201	1	2	ITM2C
NFKB1.2	0.000485194538047072	-1.15081556814926	0.513	0.573	1	2	NFKB1
CSK.2	0.000485739390018153	0.422391827659755	0.619	0.49	1	2	CSK
PRKCQ.1	0.000494214976715795	-0.974019756261953	0.106	0.217	1	2	PRKCQ
LDHB.1	0.000529137238106048	-0.874599873799757	0.275	0.396	1	2	LDHB
RBM28.1	0.000534692125337626	-0.805918131755179	0.169	0.29	1	2	RBM28
EMC2.1	0.000544058141631554	-1.08512495427678	0.09	0.194	1	2	EMC2
ARPC5L.1	0.000558145759155636	-0.56424853326037	0.492	0.592	1	2	ARPC5L
ADARB1	0.000571493916723185	1.2843533645063	0.106	0.046	1	2	ADARB1
RSAD2.1	0.000573436686649704	-2.21237073075585	0.053	0.141	1	2	RSAD2
RAN.2	0.000575857029171708	-0.517614723558758	0.608	0.697	1	2	RAN
CD63.1	0.000577623569916025	0.270064598788332	0.894	0.853	1	2	CD63
GAPDH.2	0.000596296842409327	-0.717026793115976	0.894	0.901	1	2	GAPDH
CEBPZ.2	0.000620805839328952	-0.772808084716234	0.291	0.4	1	2	CEBPZ
RASSF5.1	0.000625410892516125	-0.483985573263275	0.45	0.571	1	2	RASSF5
SLC25A39.1	0.00062792194135851	0.72800027174734	0.307	0.202	1	2	SLC25A39
RPF2.2	0.000644541016006657	-1.69411339081165	0.042	0.127	1	2	RPF2
ZNF622.1	0.000647946171152137	-0.802874897048147	0.116	0.229	1	2	ZNF622
FYN.1	0.000649714814575415	-0.475506903713019	0.646	0.711	1	2	FYN
CEMIP2	0.000660682285558987	-1.46765189943763	0.069	0.162	1	2	CEMIP2
POLR2A.1	0.000666644374505069	-0.906437486965138	0.132	0.243	1	2	POLR2A
MCUB.1	0.000672342381597565	0.498395921746564	0.381	0.258	1	2	MCUB
BEX4	0.000699034565022622	0.624016673369012	0.333	0.222	1	2	BEX4
MAT2A.2	0.000701092499617232	-0.968862519435444	0.175	0.287	1	2	MAT2A
GNL3.2	0.000708958417781295	-1.33967902356024	0.069	0.163	1	2	GNL3
GBP2.2	0.000711225423957521	-0.768171575056347	0.556	0.619	1	2	GBP2
PPTC7.1	0.000753532550962199	-0.959421095294022	0.153	0.262	1	2	PPTC7
FAM102A.2	0.000756278511281088	0.764244635838268	0.296	0.198	1	2	FAM102A
KDELR2.1	0.000761868287894128	-1.67903735886424	0.032	0.111	1	2	KDELR2
HERC5.1	0.000764823827172173	-1.28785940239859	0.116	0.22	1	2	HERC5
SRSF2.2	0.0008026618995509	-0.382333334206138	0.466	0.595	1	2	SRSF2
RASSF2	0.000804377535527504	1.11207779800412	0.127	0.061	1	2	RASSF2
GOLGA4.1	0.000812472761258722	-0.808163139783986	0.18	0.295	1	2	GOLGA4
OXSR1.1	0.000825179219929495	-1.20156799149542	0.079	0.175	1	2	OXSR1
TPI1.2	0.000827703019288638	-0.507392339525546	0.683	0.735	1	2	TPI1
RXRA	0.000869111113021672	0.843896591045437	0.217	0.129	1	2	RXRA
PRKCH.2	0.000872355120388736	-0.592797917804639	0.397	0.51	1	2	PRKCH
N4BP1.2	0.00087480996649587	-0.484966791825622	0.418	0.536	1	2	N4BP1
EMB.1	0.000885548336457744	0.506544994164139	0.561	0.464	1	2	EMB
NIPBL	0.000890298261826057	-0.339217035974644	0.519	0.65	1	2	NIPBL
PFDN2.2	0.00089719845485347	-0.700144838923554	0.291	0.402	1	2	PFDN2
CHD3.1	0.000904604927243938	-0.477099314709279	0.407	0.535	1	2	CHD3
HNRNPU.2	0.000946010598052136	-0.347935815946108	0.735	0.79	1	2	HNRNPU
AL450998.2	0.000963165804195168	-1.58291742480017	0.037	0.117	1	2	AL450998.2
GADD45B.2	0.000973973886749937	-1.35282999969998	0.556	0.61	1	2	GADD45B
ADAR.1	0.000974471270492172	-0.547206034849197	0.429	0.525	1	2	ADAR
UBTF	0.000990362688021079	0.413287090973238	0.582	0.447	1	2	UBTF
PRDX5	0.00100780208503121	0.339780283800285	0.757	0.681	1	2	PRDX5
DBI.1	0.00102094629968993	-0.390647091953855	0.571	0.671	1	2	DBI
REEP5.1	0.00102186436639916	0.467236032555505	0.582	0.49	1	2	REEP5
DTX3L.1	0.00105084947366614	-0.672580375753057	0.212	0.329	1	2	DTX3L
ABCG1.1	0.00106883132253883	0.697880226236307	0.254	0.158	1	2	ABCG1
NXT1.2	0.00107276239389194	-0.897300534311745	0.127	0.233	1	2	NXT1
SRPK1.2	0.00107340824783731	-0.862427191911345	0.19	0.3	1	2	SRPK1
SYNCRIP.2	0.00107955567340757	-0.71130823458657	0.28	0.389	1	2	SYNCRIP
GPR171.1	0.00109873118448742	-1.26570887061915	0.063	0.154	1	2	GPR171
CLTC.1	0.00110247484224562	-0.655436377212859	0.228	0.342	1	2	CLTC
WDR1.1	0.00111845870037611	-0.587759612759549	0.317	0.43	1	2	WDR1
DHRS3.1	0.00111900613922867	-0.850713011052868	0.243	0.354	1	2	DHRS3
DDX21.2	0.00114965751883332	-1.032308458689	0.296	0.404	1	2	DDX21
GTF2F2.1	0.00117619845893766	-0.990241437720082	0.09	0.187	1	2	GTF2F2
MAP2K3.2	0.00118460229481918	-0.867558188109791	0.265	0.371	1	2	MAP2K3
SDCBP.2	0.00118679528094717	-1.11311973642025	0.265	0.361	1	2	SDCBP
OSBPL8.2	0.00120627087265966	0.389686029640374	0.72	0.622	1	2	OSBPL8
LCK.1	0.00120697127407067	0.350929057937734	0.693	0.591	1	2	LCK
GALNT3.2	0.00120757572165491	0.804530843660085	0.169	0.092	1	2	GALNT3
RTRAF.2	0.00120838569723225	-0.654970493063512	0.217	0.335	1	2	RTRAF
AC026979.2	0.00121702598373151	0.753192346443928	0.238	0.147	1	2	AC026979.2
TESK1.2	0.00124114876438334	-1.49515866357557	0.063	0.149	1	2	TESK1
ZEB2.1	0.00125996376373415	-0.964368780031805	0.095	0.194	1	2	ZEB2
ISG20.2	0.00127147335985027	-0.978878610882959	0.328	0.422	1	2	ISG20
UBL3.1	0.00127715954756269	-0.678033894577591	0.206	0.323	1	2	UBL3
PSTPIP1.1	0.00127998418019314	0.638238317555236	0.323	0.222	1	2	PSTPIP1
NMI	0.00129408559411838	-0.731916055290524	0.243	0.357	1	2	NMI
RAB8B.2	0.00131169572647278	-0.693993476519202	0.471	0.561	1	2	RAB8B
ZCCHC7.1	0.00131302959472308	-1.11167023013576	0.09	0.184	1	2	ZCCHC7
MTHFD2.2	0.00133050182483303	-1.73455365964094	0.053	0.134	1	2	MTHFD2
GTF3A	0.00134586135016932	-0.497157985303844	0.402	0.506	1	2	GTF3A
KLHL6.1	0.0013615388730548	0.521883395878173	0.376	0.263	1	2	KLHL6
ME2	0.00136367056441275	0.64833895635304	0.328	0.228	1	2	ME2
SERBP1.2	0.00137885477352786	-0.482674355148491	0.704	0.77	1	2	SERBP1
SDHAF3	0.00138378870372168	0.841611666086025	0.18	0.102	1	2	SDHAF3
MTRNR2L8	0.00138763865858378	0.840328198015366	0.19	0.11	1	2	MTRNR2L8
C16orf54.2	0.00139077632692538	0.422415393141395	0.529	0.398	1	2	C16orf54
NAXE.1	0.00140987262279582	-1.07436855745306	0.095	0.19	1	2	NAXE
AKAP9.1	0.0014630476008452	0.321273398095182	0.704	0.627	1	2	AKAP9
IL4R.2	0.00152764409550619	-1.1730150488435	0.085	0.174	1	2	IL4R
CCDC82	0.0015515210855542	-0.920313599953869	0.101	0.197	1	2	CCDC82
TWISTNB.2	0.00155343280519576	-1.64637482051714	0.048	0.126	1	2	TWISTNB
CHRAC1.2	0.00157456639244286	-0.758888811952067	0.127	0.23	1	2	CHRAC1
TTC7A	0.00158294027779396	1.16693106910645	0.111	0.053	1	2	TTC7A
BAG5.1	0.00160289602889664	-0.833336275668314	0.175	0.28	1	2	BAG5
USP16.1	0.00160887942193986	-0.558565206535942	0.249	0.373	1	2	USP16
ATP2B4	0.00164219284494984	-0.63730967890615	0.423	0.508	1	2	ATP2B4
PTGER4.1	0.00165283406880866	-0.7010871178634	0.354	0.459	1	2	PTGER4
YWHAQ.2	0.00166414458450914	-0.40058349418998	0.55	0.646	1	2	YWHAQ
DAPK2.2	0.00169161334130101	-1.71645132050736	0.032	0.103	1	2	DAPK2
UTP25.1	0.00170182546254032	-1.52789281102422	0.042	0.118	1	2	UTP25
LAP3.2	0.00170483073899852	-0.883151757582873	0.164	0.266	1	2	LAP3
CD59.2	0.00172289387756536	-1.11520564591281	0.095	0.187	1	2	CD59
RILPL2.2	0.00172829775384517	-1.6521624002115	0.106	0.195	1	2	RILPL2
SACM1L	0.00178508194357832	-0.92719428983282	0.148	0.248	1	2	SACM1L
TFDP2.2	0.00180938265621058	-0.704969029773264	0.28	0.384	1	2	TFDP2
ZNF593.2	0.001810919592923	-1.1391087046731	0.063	0.147	1	2	ZNF593
MX1.2	0.00186709667305397	-1.16468596958446	0.175	0.272	1	2	MX1
SIGIRR.2	0.00188582895307022	-0.707513349964692	0.217	0.326	1	2	SIGIRR
AC044849.1	0.00188742127781239	1.0028640424918	0.249	0.166	1	2	AC044849.1
TMEM183A.1	0.00191340812327787	-1.15392048106162	0.079	0.166	1	2	TMEM183A
RANBP2.2	0.00194272406116394	-0.474987598981603	0.238	0.358	1	2	RANBP2
BACH2.2	0.00195261838277104	-0.890259691102429	0.185	0.289	1	2	BACH2
